id,standard_name,alias,description,data_type,unit,authority_level,refresh_time,default_datasource_id,belongs_to_concept
FIELD_FIN_INTEREST_COVER,已获利息倍数,[],EBIT/利息费用,float,倍,A,quarterly,DS_TUSHARE_FINA_IND,CONCEPT_FINANCIAL_DEEP
FIELD_FIN_DEBT_TO_CAPITAL,带息债务/全部投入资本,[],带息债务/全部投入资本,float,%,A,quarterly,DS_TUSHARE_FINA_IND,CONCEPT_FINANCIAL_DEEP
FIELD_FIN_FCFF,企业自由现金流,[],企业自由现金流,float,亿元,A,quarterly,DS_TUSHARE_FINA_IND,CONCEPT_FINANCIAL_DEEP
FIELD_FIN_FCFE,股权自由现金流,[],股权自由现金流,float,亿元,A,quarterly,DS_TUSHARE_FINA_IND,CONCEPT_FINANCIAL_DEEP
FIELD_FIN_FA_TURN,固定资产周转率,[],营业收入/平均固定资产,float,次,A,quarterly,DS_TUSHARE_FINA_IND,CONCEPT_FINANCIAL_DEEP
FIELD_FIN_CA_TURN,流动资产周转率,[],营业收入/平均流动资产,float,次,A,quarterly,DS_TUSHARE_FINA_IND,CONCEPT_FINANCIAL_DEEP
FIELD_FIN_Q_ROE,单季度ROE,[],单季度净资产收益率,float,%,A,quarterly,DS_TUSHARE_FINA_IND,CONCEPT_FINANCIAL_DEEP
FIELD_FIN_Q_GROSS_MARGIN,单季度毛利率,[],单季度毛利率,float,%,A,quarterly,DS_TUSHARE_FINA_IND,CONCEPT_FINANCIAL_DEEP
FIELD_FIN_Q_NET_MARGIN,单季度净利率,[],单季度净利率,float,%,A,quarterly,DS_TUSHARE_FINA_IND,CONCEPT_FINANCIAL_DEEP
FIELD_FIN_Q_REVENUE_YOY,单季度营收增速,[],单季度营收同比增长率,float,%,A,quarterly,DS_TUSHARE_FINA_IND,CONCEPT_FINANCIAL_DEEP
FIELD_FIN_Q_PROFIT_YOY,单季度净利增速,[],单季度净利润同比增长率,float,%,A,quarterly,DS_TUSHARE_FINA_IND,CONCEPT_FINANCIAL_DEEP
FIELD_FIN_IMPAIR_RATIO,资产减值损失/营收,[],资产减值损失占营收比例,float,%,A,quarterly,DS_TUSHARE_FINA_IND,CONCEPT_FINANCIAL_DEEP
FIELD_FIN_INVEST_INCOME_RATIO,价值变动净收益/利润总额,[],价值变动净收益占利润总额比例,float,%,A,quarterly,DS_TUSHARE_FINA_IND,CONCEPT_FINANCIAL_DEEP
FIELD_FS_END_DATE,报告期,[],财务报表截止日期,date,—,A,quarterly,DS_TUSHARE_INCOME,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_TOTAL_REVENUE,营业总收入,[],营业总收入,float,亿元,A,quarterly,DS_TUSHARE_INCOME,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_REVENUE,营业收入,[],营业收入,float,亿元,A,quarterly,DS_TUSHARE_INCOME,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_TOTAL_COGS,营业总成本,[],营业总成本,float,亿元,A,quarterly,DS_TUSHARE_INCOME,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_OPER_COST,营业成本,[],营业成本,float,亿元,A,quarterly,DS_TUSHARE_INCOME,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_SELL_EXP,销售费用,[],销售费用,float,亿元,A,quarterly,DS_TUSHARE_INCOME,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_ADMIN_EXP,管理费用,[],管理费用,float,亿元,A,quarterly,DS_TUSHARE_INCOME,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_RD_EXP,研发费用,[],研发费用,float,亿元,A,quarterly,DS_TUSHARE_INCOME,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_FIN_EXP,财务费用,[],财务费用,float,亿元,A,quarterly,DS_TUSHARE_INCOME,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_OPER_PROFIT,营业利润,[],营业利润,float,亿元,A,quarterly,DS_TUSHARE_INCOME,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_TOTAL_PROFIT,利润总额,[],利润总额,float,亿元,A,quarterly,DS_TUSHARE_INCOME,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_NET_PROFIT,净利润,[],净利润,float,亿元,A,quarterly,DS_TUSHARE_INCOME,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_NET_PROFIT_ATTR,归母净利润,[],归属母公司股东净利润,float,亿元,A,quarterly,DS_TUSHARE_INCOME,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_MINORITY_GAIN,少数股东损益,[],少数股东损益,float,亿元,A,quarterly,DS_TUSHARE_INCOME,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_BASIC_EPS,基本每股收益,[],基本每股收益,float,元,A,quarterly,DS_TUSHARE_INCOME,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_DILUTED_EPS,稀释每股收益,[],稀释每股收益,float,元,A,quarterly,DS_TUSHARE_INCOME,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_TOTAL_ASSETS,总资产,[],资产总计,float,亿元,A,quarterly,DS_TUSHARE_BALANCE,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_TOTAL_LIAB,总负债,[],负债总计,float,亿元,A,quarterly,DS_TUSHARE_BALANCE,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_TOTAL_EQUITY,股东权益,[],所有者权益合计,float,亿元,A,quarterly,DS_TUSHARE_BALANCE,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_MONEY_CAP,货币资金,[],货币资金,float,亿元,A,quarterly,DS_TUSHARE_BALANCE,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_ACCOUNTS_RECV,应收账款,[],应收账款,float,亿元,A,quarterly,DS_TUSHARE_BALANCE,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_INVENTORY,存货,[],存货,float,亿元,A,quarterly,DS_TUSHARE_BALANCE,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_FIXED_ASSETS,固定资产,[],固定资产,float,亿元,A,quarterly,DS_TUSHARE_BALANCE,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_CIP,在建工程,[],在建工程,float,亿元,A,quarterly,DS_TUSHARE_BALANCE,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_INTAN_ASSETS,无形资产,[],无形资产,float,亿元,A,quarterly,DS_TUSHARE_BALANCE,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_GOODWILL,商誉,[],商誉,float,亿元,A,quarterly,DS_TUSHARE_BALANCE,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_ST_BORR,短期借款,[],短期借款,float,亿元,A,quarterly,DS_TUSHARE_BALANCE,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_LT_BORR,长期借款,[],长期借款,float,亿元,A,quarterly,DS_TUSHARE_BALANCE,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_ACCOUNTS_PAY,应付账款,[],应付账款,float,亿元,A,quarterly,DS_TUSHARE_BALANCE,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_OPER_CF,经营现金流净额,[],经营活动现金流净额,float,亿元,A,quarterly,DS_TUSHARE_CASHFLOW,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_INVEST_CF,投资现金流净额,[],投资活动现金流净额,float,亿元,A,quarterly,DS_TUSHARE_CASHFLOW,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_FINANCE_CF,筹资现金流净额,[],筹资活动现金流净额,float,亿元,A,quarterly,DS_TUSHARE_CASHFLOW,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_END_CASH,期末现金余额,[],期末现金及等价物余额,float,亿元,A,quarterly,DS_TUSHARE_CASHFLOW,CONCEPT_FINANCIAL_STATEMENTS
FIELD_FS_FREE_CF,自由现金流,[],自由现金流,float,亿元,A,quarterly,DS_TUSHARE_CASHFLOW,CONCEPT_FINANCIAL_STATEMENTS
FIELD_VAL_PE_TTM,PE_TTM,[],滚动市盈率,float,倍,A,daily_17:00,DS_TUSHARE_DAILY_BASIC,CONCEPT_VALUATION_COMPARE
FIELD_VAL_PE_PCT,PE历史分位数,[],近3/5年PE分位数,float,%,A,daily_17:00,DS_LOCAL_CALC,CONCEPT_VALUATION_COMPARE
FIELD_VAL_PB,PB,[],市净率,float,倍,A,daily_17:00,DS_TUSHARE_DAILY_BASIC,CONCEPT_VALUATION_COMPARE
FIELD_VAL_PB_PCT,PB历史分位数,[],近3/5年PB分位数,float,%,A,daily_17:00,DS_LOCAL_CALC,CONCEPT_VALUATION_COMPARE
FIELD_VAL_PS_TTM,PS_TTM,[],滚动市销率,float,倍,A,daily_17:00,DS_TUSHARE_DAILY_BASIC,CONCEPT_VALUATION_COMPARE
FIELD_VAL_PS_PCT,PS历史分位数,[],近3/5年PS分位数,float,%,A,daily_17:00,DS_LOCAL_CALC,CONCEPT_VALUATION_COMPARE
FIELD_VAL_IND_PE,行业平均PE,[],同行业公司PE中位数,float,倍,A,quarterly,DS_XUEQIU_IND_COMPARE,CONCEPT_VALUATION_COMPARE
FIELD_VAL_IND_PB,行业平均PB,[],同行业公司PB中位数,float,倍,A,quarterly,DS_XUEQIU_IND_COMPARE,CONCEPT_VALUATION_COMPARE
FIELD_VAL_IND_ROE,行业平均ROE,[],同行业公司ROE中位数,float,%,A,quarterly,DS_XUEQIU_IND_COMPARE,CONCEPT_VALUATION_COMPARE
FIELD_VAL_RATING,估值评级,[],综合估值评级（低估/合理/高估）,string,—,A,daily_17:00,DS_LOCAL_CALC,CONCEPT_VALUATION_COMPARE
FIELD_PROFILE_FULLNAME,公司全称,[],公司完整名称,string,—,A,weekly,DS_TUSHARE_STOCK_BASIC,CONCEPT_COMPANY_PROFILE
FIELD_PROFILE_NAME,股票简称,[],股票交易简称,string,—,A,weekly,DS_TUSHARE_STOCK_BASIC,CONCEPT_COMPANY_PROFILE
FIELD_PROFILE_CODE,股票代码,[],TS股票代码,string,—,A,weekly,DS_TUSHARE_STOCK_BASIC,CONCEPT_COMPANY_PROFILE
FIELD_PROFILE_INDUSTRY,所属行业,[],申万行业分类,string,—,A,weekly,DS_TUSHARE_STOCK_BASIC,CONCEPT_COMPANY_PROFILE
FIELD_PROFILE_AREA,所属地域,[],注册地省份,string,—,A,weekly,DS_TUSHARE_STOCK_BASIC,CONCEPT_COMPANY_PROFILE
FIELD_PROFILE_LIST_DATE,上市日期,[],首次上市日期,date,—,A,weekly,DS_TUSHARE_STOCK_BASIC,CONCEPT_COMPANY_PROFILE
FIELD_PROFILE_DELIST_DATE,退市日期,[],退市日期（如有）,date,—,A,weekly,DS_TUSHARE_STOCK_BASIC,CONCEPT_COMPANY_PROFILE
FIELD_PROFILE_ACT_NAME,实控人名称,[],实际控制人姓名/机构,string,—,A,weekly,DS_TUSHARE_STOCK_BASIC,CONCEPT_COMPANY_PROFILE
FIELD_PROFILE_ACT_TYPE,实控人性质,[],实控人企业性质,string,—,A,weekly,DS_TUSHARE_STOCK_BASIC,CONCEPT_COMPANY_PROFILE
FIELD_PROFILE_IS_HS,是否沪深港通,[],是否沪深港通标的（N/H/S）,string,—,A,weekly,DS_TUSHARE_STOCK_BASIC,CONCEPT_COMPANY_PROFILE
FIELD_PROFILE_EXCHANGE,交易所代码,[],上市交易所,string,—,A,weekly,DS_TUSHARE_STOCK_BASIC,CONCEPT_COMPANY_PROFILE
FIELD_PROFILE_CHAIRMAN,法人代表,[],公司法人代表,string,—,A,weekly,DS_TUSHARE_STOCK_COMPANY,CONCEPT_COMPANY_PROFILE
FIELD_PROFILE_MANAGER,总经理,[],公司总经理,string,—,A,weekly,DS_TUSHARE_STOCK_COMPANY,CONCEPT_COMPANY_PROFILE
FIELD_PROFILE_SECRETARY,董秘,[],董事会秘书,string,—,A,weekly,DS_TUSHARE_STOCK_COMPANY,CONCEPT_COMPANY_PROFILE
FIELD_PROFILE_REG_CAPITAL,注册资本,[],注册资本（万元）,float,万元,A,weekly,DS_TUSHARE_STOCK_COMPANY,CONCEPT_COMPANY_PROFILE
FIELD_PROFILE_SETUP_DATE,注册日期,[],公司注册成立日期,date,—,A,weekly,DS_TUSHARE_STOCK_COMPANY,CONCEPT_COMPANY_PROFILE
FIELD_PROFILE_EMPLOYEES,员工人数,[],公司员工总数,int,人,A,weekly,DS_TUSHARE_STOCK_COMPANY,CONCEPT_COMPANY_PROFILE
FIELD_PROFILE_WEBSITE,公司主页,[],公司官网URL,string,—,A,weekly,DS_TUSHARE_STOCK_COMPANY,CONCEPT_COMPANY_PROFILE
FIELD_PROFILE_OFFICE,办公地址,[],办公地址,string,—,A,weekly,DS_TUSHARE_STOCK_COMPANY,CONCEPT_COMPANY_PROFILE
FIELD_PROFILE_MAIN_BUSINESS,主要业务,[],主要业务及产品,string,—,A,weekly,DS_TUSHARE_STOCK_COMPANY,CONCEPT_COMPANY_PROFILE
FIELD_PROFILE_BUSINESS_SCOPE,经营范围,[],经营范围描述,string,—,A,weekly,DS_TUSHARE_STOCK_COMPANY,CONCEPT_COMPANY_PROFILE
FIELD_PROFILE_NAME_HISTORY,曾用名,[],历史曾用名称,string,—,A,weekly,DS_TUSHARE_NAMECHANGE,CONCEPT_COMPANY_PROFILE
FIELD_HOLDER_ANN_DATE,公告日期,[],股东披露公告日期,date,—,A,quarterly,DS_TUSHARE_TOP10,CONCEPT_TOP_HOLDERS
FIELD_HOLDER_END_DATE,报告期,[],股东数据截止日期,date,—,A,quarterly,DS_TUSHARE_TOP10,CONCEPT_TOP_HOLDERS
FIELD_HOLDER_NAME,股东名称,[],股东名称,string,—,A,quarterly,DS_TUSHARE_TOP10,CONCEPT_TOP_HOLDERS
FIELD_HOLDER_SHARES,持股数量,[],持股数量（股）,float,股,A,quarterly,DS_TUSHARE_TOP10,CONCEPT_TOP_HOLDERS
FIELD_HOLDER_RATIO,占总股本比例,[],占总股本比例,float,%,A,quarterly,DS_TUSHARE_TOP10,CONCEPT_TOP_HOLDERS
FIELD_HOLDER_FLOAT_RATIO,占流通股本比例,[],占流通股本比例,float,%,A,quarterly,DS_TUSHARE_TOP10,CONCEPT_TOP_HOLDERS
FIELD_HOLDER_CHANGE,持股变动,[],较上期持股变动,float,%,A,quarterly,DS_TUSHARE_TOP10,CONCEPT_TOP_HOLDERS
FIELD_HOLDER_TYPE,股东类型,[],股东类型分类,string,—,A,quarterly,DS_TUSHARE_TOP10,CONCEPT_TOP_HOLDERS
FIELD_INST_END_DATE,报告期,[],机构持仓截止日期,date,—,A,quarterly,DS_AKSHARE_INST_HOLD,CONCEPT_INSTITUTION_RATING
FIELD_INST_COUNT,持仓机构数量,[],持有该股的机构家数,int,家,A,quarterly,DS_AKSHARE_INST_HOLD,CONCEPT_INSTITUTION_RATING
FIELD_INST_RATIO,持仓比例,[],机构持股占总股本比例,float,%,A,quarterly,DS_AKSHARE_INST_HOLD,CONCEPT_INSTITUTION_RATING
FIELD_INST_CHANGE,季度持仓变动,[],较上季度持仓变动,float,%,A,quarterly,DS_AKSHARE_INST_HOLD,CONCEPT_INSTITUTION_RATING
FIELD_INST_ORG_NAME,机构名称,[],研究机构名称,string,—,A,daily_17:00,DS_TUSHARE_REPORT_RC,CONCEPT_INSTITUTION_RATING
FIELD_INST_REPORT_DATE,研报日期,[],研报发布日期,date,—,A,daily_17:00,DS_TUSHARE_REPORT_RC,CONCEPT_INSTITUTION_RATING
FIELD_INST_REPORT_TITLE,研报标题,[],研报标题,string,—,A,daily_17:00,DS_TUSHARE_REPORT_RC,CONCEPT_INSTITUTION_RATING
FIELD_INST_RATING,卖方评级,[],券商评级（买入/增持/中性等）,string,—,A,daily_17:00,DS_TUSHARE_REPORT_RC,CONCEPT_INSTITUTION_RATING
FIELD_INST_FORECAST_EPS,预测EPS,[],券商预测每股收益,float,元,A,daily_17:00,DS_TUSHARE_REPORT_RC,CONCEPT_INSTITUTION_RATING
FIELD_INST_FORECAST_ROE,预测ROE,[],券商预测净资产收益率,float,%,A,daily_17:00,DS_TUSHARE_REPORT_RC,CONCEPT_INSTITUTION_RATING
FIELD_INST_TARGET_MAX,预测最高目标价,[],券商预测最高目标价,float,元,A,daily_17:00,DS_TUSHARE_REPORT_RC,CONCEPT_INSTITUTION_RATING
FIELD_INST_TARGET_MIN,预测最低目标价,[],券商预测最低目标价,float,元,A,daily_17:00,DS_TUSHARE_REPORT_RC,CONCEPT_INSTITUTION_RATING
FIELD_ANNOUNCE_TITLE,公告标题,[],公告标题,string,—,S,realtime,DS_AKSHARE_CNINFO,CONCEPT_ANNOUNCEMENT
FIELD_ANNOUNCE_DATE,公告时间,[],公告发布时间,date,—,S,realtime,DS_AKSHARE_CNINFO,CONCEPT_ANNOUNCEMENT
FIELD_ANNOUNCE_TYPE,公告类型,[],公告分类类型,string,—,S,realtime,DS_AKSHARE_CNINFO,CONCEPT_ANNOUNCEMENT
FIELD_ANNOUNCE_LINK,公告链接,[],公告原文URL,string,—,S,realtime,DS_AKSHARE_CNINFO,CONCEPT_ANNOUNCEMENT
FIELD_IRM_QUESTION,提问内容,[],投资者提问内容,string,—,S,realtime,DS_AKSHARE_IRM,CONCEPT_IRM_QA
FIELD_IRM_QUESTION_DATE,提问时间,[],提问发布时间,date,—,S,realtime,DS_AKSHARE_IRM,CONCEPT_IRM_QA
FIELD_IRM_ANSWER,回答内容,[],公司回复内容,string,—,S,realtime,DS_AKSHARE_IRM,CONCEPT_IRM_QA
FIELD_IRM_ANSWER_DATE,回答时间,[],公司回复时间,date,—,S,realtime,DS_AKSHARE_IRM,CONCEPT_IRM_QA
FIELD_IRM_ASKER,提问人,[],提问者名称,string,—,S,realtime,DS_AKSHARE_IRM,CONCEPT_IRM_QA
FIELD_IPO_CODE,股票代码,[],新股上市代码,string,—,A,event_driven,DS_TUSHARE_NEW_SHARE,CONCEPT_IPO_INFO
FIELD_IPO_NAME,股票名称,[],新股名称,string,—,A,event_driven,DS_TUSHARE_NEW_SHARE,CONCEPT_IPO_INFO
FIELD_IPO_PRICE,发行价,[],首次公开发行价格,float,元,A,event_driven,DS_TUSHARE_NEW_SHARE,CONCEPT_IPO_INFO
FIELD_IPO_AMOUNT,发行总量,[],发行总量（万股）,float,万股,A,event_driven,DS_TUSHARE_NEW_SHARE,CONCEPT_IPO_INFO
FIELD_IPO_MARKET_AMOUNT,上网发行量,[],网上发行量（万股）,float,万股,A,event_driven,DS_TUSHARE_NEW_SHARE,CONCEPT_IPO_INFO
FIELD_IPO_LIMIT_AMOUNT,个人申购上限,[],个人申购上限（万股）,float,万股,A,event_driven,DS_TUSHARE_NEW_SHARE,CONCEPT_IPO_INFO
FIELD_IPO_FUNDS,募集资金,[],募集资金总额（亿元）,float,亿元,A,event_driven,DS_TUSHARE_NEW_SHARE,CONCEPT_IPO_INFO
FIELD_IPO_PE,发行市盈率,[],发行市盈率,float,倍,A,event_driven,DS_TUSHARE_NEW_SHARE,CONCEPT_IPO_INFO
FIELD_IPO_BALLOT,中签率,[],网上发行中签率,float,%,A,event_driven,DS_TUSHARE_NEW_SHARE,CONCEPT_IPO_INFO
FIELD_IPO_IPO_DATE,上网发行日期,[],网上发行日期,date,—,A,event_driven,DS_TUSHARE_NEW_SHARE,CONCEPT_IPO_INFO
FIELD_IPO_LIST_DATE,上市日期,[],正式上市日期,date,—,A,event_driven,DS_TUSHARE_NEW_SHARE,CONCEPT_IPO_INFO
FIELD_DIV_END_DATE,分红年度,[],分红对应的财务年度,date,—,A,event_driven,DS_TUSHARE_DIVIDEND,CONCEPT_DIVIDEND
FIELD_DIV_ANN_DATE,预案公告日,[],分红预案公告日期,date,—,A,event_driven,DS_TUSHARE_DIVIDEND,CONCEPT_DIVIDEND
FIELD_DIV_PROC,实施进度,[],实施进度（预案/实施/取消）,string,—,A,event_driven,DS_TUSHARE_DIVIDEND,CONCEPT_DIVIDEND
FIELD_DIV_CASH,每股分红(税后),[],每股税后现金分红,float,元,A,event_driven,DS_TUSHARE_DIVIDEND,CONCEPT_DIVIDEND
FIELD_DIV_CASH_TAX,每股分红(税前),[],每股税前现金分红,float,元,A,event_driven,DS_TUSHARE_DIVIDEND,CONCEPT_DIVIDEND
FIELD_DIV_STK,每股送转,[],每股送股+转增合计,float,股,A,event_driven,DS_TUSHARE_DIVIDEND,CONCEPT_DIVIDEND
FIELD_DIV_STK_BO,每股送股比例,[],每股送股比例,float,股,A,event_driven,DS_TUSHARE_DIVIDEND,CONCEPT_DIVIDEND
FIELD_DIV_STK_CO,每股转增比例,[],每股转增比例,float,股,A,event_driven,DS_TUSHARE_DIVIDEND,CONCEPT_DIVIDEND
FIELD_DIV_RECORD_DATE,股权登记日,[],股权登记日期,date,—,A,event_driven,DS_TUSHARE_DIVIDEND,CONCEPT_DIVIDEND
FIELD_DIV_EX_DATE,除权除息日,[],除权除息日期,date,—,A,event_driven,DS_TUSHARE_DIVIDEND,CONCEPT_DIVIDEND
FIELD_DIV_PAY_DATE,派息日,[],现金红利派发日期,date,—,A,event_driven,DS_TUSHARE_DIVIDEND,CONCEPT_DIVIDEND
FIELD_FLOW_DATE,日期,[],交易日,date,—,A,daily_20:00,DS_TUSHARE_MONEYFLOW,CONCEPT_FUND_FLOW
FIELD_FLOW_SMALL_BUY_VOL,小单买入量,[],小单买入成交量（手）,float,手,A,daily_20:00,DS_TUSHARE_MONEYFLOW,CONCEPT_FUND_FLOW
FIELD_FLOW_SMALL_BUY_AMT,小单买入额,[],小单买入金额（万元）,float,万元,A,daily_20:00,DS_TUSHARE_MONEYFLOW,CONCEPT_FUND_FLOW
FIELD_FLOW_SMALL_SELL_VOL,小单卖出量,[],小单卖出成交量（手）,float,手,A,daily_20:00,DS_TUSHARE_MONEYFLOW,CONCEPT_FUND_FLOW
FIELD_FLOW_SMALL_SELL_AMT,小单卖出额,[],小单卖出金额（万元）,float,万元,A,daily_20:00,DS_TUSHARE_MONEYFLOW,CONCEPT_FUND_FLOW
FIELD_FLOW_MEDIUM_BUY_VOL,中单买入量,[],中单买入成交量（手）,float,手,A,daily_20:00,DS_TUSHARE_MONEYFLOW,CONCEPT_FUND_FLOW
FIELD_FLOW_MEDIUM_BUY_AMT,中单买入额,[],中单买入金额（万元）,float,万元,A,daily_20:00,DS_TUSHARE_MONEYFLOW,CONCEPT_FUND_FLOW
FIELD_FLOW_MEDIUM_SELL_VOL,中单卖出量,[],中单卖出成交量（手）,float,手,A,daily_20:00,DS_TUSHARE_MONEYFLOW,CONCEPT_FUND_FLOW
FIELD_FLOW_MEDIUM_SELL_AMT,中单卖出额,[],中单卖出金额（万元）,float,万元,A,daily_20:00,DS_TUSHARE_MONEYFLOW,CONCEPT_FUND_FLOW
FIELD_FLOW_LARGE_BUY_VOL,大单买入量,[],大单买入成交量（手）,float,手,A,daily_20:00,DS_TUSHARE_MONEYFLOW,CONCEPT_FUND_FLOW
FIELD_FLOW_LARGE_BUY_AMT,大单买入额,[],大单买入金额（万元）,float,万元,A,daily_20:00,DS_TUSHARE_MONEYFLOW,CONCEPT_FUND_FLOW
FIELD_FLOW_LARGE_SELL_VOL,大单卖出量,[],大单卖出成交量（手）,float,手,A,daily_20:00,DS_TUSHARE_MONEYFLOW,CONCEPT_FUND_FLOW
FIELD_FLOW_LARGE_SELL_AMT,大单卖出额,[],大单卖出金额（万元）,float,万元,A,daily_20:00,DS_TUSHARE_MONEYFLOW,CONCEPT_FUND_FLOW
FIELD_FLOW_ELG_BUY_VOL,特大单买入量,[],特大单买入成交量（手）,float,手,A,daily_20:00,DS_TUSHARE_MONEYFLOW,CONCEPT_FUND_FLOW
FIELD_FLOW_ELG_BUY_AMT,特大单买入额,[],特大单买入金额（万元）,float,万元,A,daily_20:00,DS_TUSHARE_MONEYFLOW,CONCEPT_FUND_FLOW
FIELD_FLOW_ELG_SELL_VOL,特大单卖出量,[],特大单卖出成交量（手）,float,手,A,daily_20:00,DS_TUSHARE_MONEYFLOW,CONCEPT_FUND_FLOW
FIELD_FLOW_ELG_SELL_AMT,特大单卖出额,[],特大单卖出金额（万元）,float,万元,A,daily_20:00,DS_TUSHARE_MONEYFLOW,CONCEPT_FUND_FLOW
FIELD_FLOW_NET_VOL,净流入量,[],主力净流入量（手）,float,手,A,daily_20:00,DS_TUSHARE_MONEYFLOW,CONCEPT_FUND_FLOW
FIELD_FLOW_NET_AMT,净流入额,[],主力净流入额（万元）,float,万元,A,daily_20:00,DS_TUSHARE_MONEYFLOW,CONCEPT_FUND_FLOW
FIELD_NORTH_DATE,日期,[],交易日期,date,—,A,intraday,DS_TUSHARE_HSGT,CONCEPT_NORTHBOUND
FIELD_NORTH_NET,北向资金净流入,[],北向资金净流入（百万元）,float,百万元,A,intraday,DS_TUSHARE_HSGT,CONCEPT_NORTHBOUND
FIELD_NORTH_SH_NET,沪股通净流入,[],沪股通净流入（百万元）,float,百万元,A,intraday,DS_TUSHARE_HSGT,CONCEPT_NORTHBOUND
FIELD_NORTH_SZ_NET,深股通净流入,[],深股通净流入（百万元）,float,百万元,A,intraday,DS_TUSHARE_HSGT,CONCEPT_NORTHBOUND
FIELD_NORTH_GGT_SS,港股通(沪),[],港股通（上海）资金,float,百万元,A,intraday,DS_TUSHARE_HSGT,CONCEPT_NORTHBOUND
FIELD_NORTH_GGT_SZ,港股通(深),[],港股通（深圳）资金,float,百万元,A,intraday,DS_TUSHARE_HSGT,CONCEPT_NORTHBOUND
FIELD_NORTH_HOLD_VOL,持股数量,[],北向资金持股数量（股）,float,股,A,daily_20:00,DS_TUSHARE_HK_HOLD,CONCEPT_NORTHBOUND
FIELD_NORTH_HOLD_RATIO,持股占比,[],持股占已发行股份比例,float,%,A,daily_20:00,DS_TUSHARE_HK_HOLD,CONCEPT_NORTHBOUND
FIELD_NORTH_TOP10,十大成交股,[],沪深股通十大成交股列表,string,—,A,daily_20:00,DS_TUSHARE_HSGT_TOP10,CONCEPT_NORTHBOUND
FIELD_NORTH_TOP10_AMT,成交金额,[],十大成交股成交金额,float,亿元,A,daily_20:00,DS_TUSHARE_HSGT_TOP10,CONCEPT_NORTHBOUND
FIELD_NORTH_TOP10_NET,净成交金额,[],十大成交股净买入金额,float,亿元,A,daily_20:00,DS_TUSHARE_HSGT_TOP10,CONCEPT_NORTHBOUND
FIELD_MARGIN_DATE,日期,[],交易日期,date,—,A,daily_20:00,DS_TUSHARE_MARGIN,CONCEPT_MARGIN
FIELD_MARGIN_BALANCE,融资余额,[],融资余额（元）,float,万元,A,daily_20:00,DS_TUSHARE_MARGIN,CONCEPT_MARGIN
FIELD_MARGIN_BUY,融资买入额,[],融资买入额（元）,float,万元,A,daily_20:00,DS_TUSHARE_MARGIN,CONCEPT_MARGIN
FIELD_MARGIN_REPAY,融资偿还额,[],融资偿还额（元）,float,万元,A,daily_20:00,DS_TUSHARE_MARGIN,CONCEPT_MARGIN
FIELD_MARGIN_SHORT_BALANCE,融券余额,[],融券余额（元）,float,万元,A,daily_20:00,DS_TUSHARE_MARGIN,CONCEPT_MARGIN
FIELD_MARGIN_SHORT_VOL,融券卖出量,[],融券卖出量（股）,float,股,A,daily_20:00,DS_TUSHARE_MARGIN,CONCEPT_MARGIN
FIELD_MARGIN_SHORT_RESERVE,融券余量,[],融券余量（股）,float,股,A,daily_20:00,DS_TUSHARE_MARGIN,CONCEPT_MARGIN
FIELD_MARGIN_TOTAL,融资融券余额,[],融资融券合计余额（元）,float,万元,A,daily_20:00,DS_TUSHARE_MARGIN,CONCEPT_MARGIN
FIELD_LIMIT_DATE,日期,[],交易日期,date,—,A,intraday,DS_TUSHARE_STK_LIMIT,CONCEPT_LIMIT_UP_DOWN
FIELD_LIMIT_CODE,股票代码,[],股票TS代码,string,—,A,intraday,DS_TUSHARE_STK_LIMIT,CONCEPT_LIMIT_UP_DOWN
